,Export,Import,Year,Export_Value,Export_Value_(t-1),GDP_i(t-1),GDP_j(t-1),GDPPC_i(t-1),GDPPC_j(t-1),D_ij,FTA_1,FTA_2
210,Turkey,France,2019,7952061.097,7296040.82,778471901665.148,2789593979064.58,9454.34844272271,41572.4850099629,2803.41,0,1
211,Turkey,Germany,2019,16617492.227,16144214.824,778471901665.148,3975347237442.99,9454.34844272271,47950.1808142041,2332.79,0,1
212,Turkey,Iceland,2019,23440.524,23862.262,778471901665.148,26267063757.5495,9454.34844272271,74469.8040591559,4433.0,1,0
213,Turkey,Italy,2019,9753403.29,9566345.511,778471901665.148,2090910879119.33,9454.34844272271,34605.2627252058,1911.13,0,1
214,Turkey,Netherlands,2019,5761792.372,4778109.03,778471901665.148,913597086062.599,9454.34844272271,53018.6293562696,2690.54,0,1
215,Turkey,Norway,2019,729178.837,513157.644,778471901665.148,436999692591.454,9454.34844272271,82267.809316159,2989.43,1,0
216,Turkey,Spain,2019,8139094.146,7710439.527,778471901665.148,1420300232663.59,9454.34844272271,30349.7520984361,3401.22,0,1
217,Turkey,Switzerland,2019,1042018.388,1738731.491,778471901665.148,735539301552.674,9454.34844272271,86388.4049527184,2328.95,1,0
218,Turkey,United Kingdom,2019,11278995.688,11113290.661,778471901665.148,2900791442554.06,9454.34844272271,43646.9519711493,3332.78,0,1
219,Turkey,United States,2019,8978403.489,8306524.942,778471901665.148,20611860934000.0,9454.34844272271,63064.4184096731,10153.51,0,1
220,Norway,China,2000,267987.159,512144.64,162284465073.341,1093997267277.1,36371.0509535576,873.287061730612,6978.34,0,1
221,Norway,France,2000,6009307.867,3792969.728,162284465073.341,1492647560196.04,36371.0509535576,24673.2030476111,1614.7,0,1
222,Norway,Germany,2000,6172074.259,4565479.936,162284465073.341,2194204133816.32,36371.0509535576,26725.9152182573,1050.29,0,1
223,Norway,Iceland,2000,195804.258,249823.456,162284465073.341,8982047589.4895,36371.0509535576,32381.6252356488,1458.72,1,0
224,Norway,Italy,2000,1119264.837,1000314.88,162284465073.341,1252023758789.69,36371.0509535576,21997.6243155313,36708.0,0,1
225,Norway,Netherlands,2000,6858407.307,4796952.576,162284465073.341,446898572341.786,36371.0509535576,28263.0967106802,912.72,0,1
226,Norway,Spain,2000,938305.67,837848.704,162284465073.341,634693160025.57,36371.0509535576,15715.3322713275,2544.92,0,1
227,Norway,Switzerland,2000,201623.263,206583.84,162284465073.341,298520480628.412,36371.0509535576,41786.2341411701,1524.57,1,0
228,Norway,Turkey,2000,181685.229,144102.864,162284465073.341,256385525071.633,36371.0509535576,4116.1705596504,2989.43,1,0
229,Norway,United Kingdom,2000,12375241.28,8260145.664,162284465073.341,1685762821549.91,36371.0509535576,28726.8572106345,976.69,0,1
230,Norway,United States,2000,4642770.023,3543447.04,162284465073.341,9630664202000.0,36371.0509535576,34513.5615037271,7173.34,0,1
231,Norway,China,2001,662121.985,267987.159,171247131268.604,1211346869600.41,38131.4606116242,959.372483635864,6978.34,0,1
232,Norway,France,2001,5572556.005,6009307.867,171247131268.604,1362248940482.77,38131.4606116242,22364.0293943406,1614.7,0,1
233,Norway,Germany,2001,7176471.337,6172074.259,171247131268.604,1943145384190.16,38131.4606116242,23635.9292203977,1050.29,0,1
234,Norway,Iceland,2001,145392.593,195804.258,171247131268.604,9025660361.75842,38131.4606116242,32096.3722613695,1458.72,1,0
235,Norway,Italy,2001,1266856.203,1119264.837,171247131268.604,1143829832319.88,38131.4606116242,20087.5919858794,36708.0,0,1
236,Norway,Netherlands,2001,6150453.264,6858407.307,171247131268.604,416442786069.652,38131.4606116242,26149.41107829,912.72,0,1
237,Norway,Spain,2001,930592.059,938305.67,171247131268.604,596877648793.072,38131.4606116242,14713.0657111519,2544.92,0,1
238,Norway,Switzerland,2001,217672.331,201623.263,171247131268.604,279841151705.353,38131.4606116242,38952.0342005572,1524.57,1,0
239,Norway,Turkey,2001,209828.831,181685.229,171247131268.604,274302959053.103,38131.4606116242,4337.47800296354,2989.43,1,0
240,Norway,United Kingdom,2001,11574186.504,12375241.28,171247131268.604,1662127402027.54,38131.4606116242,28223.0675706515,976.69,0,1
241,Norway,United States,2001,4656340.238,4642770.023,171247131268.604,10252345464000.0,38131.4606116242,36334.9087770589,7173.34,0,1
242,Norway,China,2002,930018.194,662121.985,173972218824.027,1339395718862.89,38542.715099709,1053.10824300262,6978.34,0,1
243,Norway,France,2002,5046011.55,5572556.005,173972218824.027,1376465324384.79,38542.715099709,22433.5549829528,1614.7,0,1
244,Norway,Germany,2002,7550701.726,7176471.337,173972218824.027,1944107382550.34,38542.715099709,23607.8828553922,1050.29,0,1
245,Norway,Iceland,2002,127621.034,145392.593,173972218824.027,8234846804.60582,38542.715099709,28897.4439396908,1458.72,1,0
246,Norway,Italy,2002,2232316.957,1266856.203,173972218824.027,1167012796420.58,38542.715099709,20483.2159949974,36708.0,0,1
247,Norway,Netherlands,2002,5692544.571,6150453.264,173972218824.027,431213422818.792,38542.715099709,26873.2759335114,912.72,0,1
248,Norway,Spain,2002,951189.823,930592.059,173972218824.027,627286800894.855,38542.715099709,15355.7031663439,2544.92,0,1
249,Norway,Switzerland,2002,240854.142,217672.331,173972218824.027,287226531168.523,38542.715099709,39727.8466713883,1524.57,1,0
250,Norway,Turkey,2002,307602.451,209828.831,173972218824.027,201751148417.102,38542.715099709,3142.92099774582,2989.43,1,0
251,Norway,United Kingdom,2002,11497411.319,11574186.504,173972218824.027,1643908161796.46,38542.715099709,27806.4488245133,976.69,0,1
252,Norway,United States,2002,5240432.673,4656340.238,173972218824.027,10581821399000.0,38542.715099709,37133.2428088526,7173.34,0,1
253,Norway,China,2003,857010.19,930018.194,195524186477.617,1470550015077.93,43084.4724650717,1148.50829043887,6978.34,0,1
254,Norway,France,2003,5575890.634,5046011.55,195524186477.617,1494286655373.61,43084.4724650717,24177.3355586498,1614.7,0,1
255,Norway,Germany,2003,8845557.051,7550701.726,195524186477.617,2068624129493.69,43084.4724650717,25077.7290759602,1050.29,0,1
256,Norway,Iceland,2003,154417.235,127621.034,195524186477.617,9318395054.85934,43084.4724650717,32409.2161491753,1458.72,1,0
257,Norway,Italy,2003,2394577.493,2232316.957,195524186477.617,1270712309429.7,43084.4724650717,22270.1441234282,36708.0,0,1
258,Norway,Netherlands,2003,6525777.711,5692544.571,195524186477.617,471613965744.401,43084.4724650717,29204.0398310254,912.72,0,1
259,Norway,Spain,2003,1621819.494,951189.823,195524186477.617,705394315829.098,43084.4724650717,17025.5319828692,2544.92,0,1
260,Norway,Switzerland,2003,250366.773,240854.142,195524186477.617,310175772488.13,43084.4724650717,42578.7631355696,1524.57,1,0
261,Norway,Turkey,2003,396626.288,307602.451,195524186477.617,240253216295.117,43084.4724650717,3687.95609325031,2989.43,1,0
262,Norway,United Kingdom,2003,14435233.216,11497411.319,195524186477.617,1784076738609.11,43084.4724650717,30049.8963232066,976.69,0,1
263,Norway,United States,2003,5873677.162,5240432.673,195524186477.617,10936419054000.0,43084.4724650717,38023.1611144021,7173.34,0,1
264,Norway,China,2004,911365.411,857010.19,228858506821.841,1660287965663.89,50134.8907734947,1288.64325183475,6978.34,0,1
265,Norway,France,2004,7225046.551,5575890.634,228858506821.841,1840480812641.08,50134.8907734947,29568.3887998673,1614.7,0,1
266,Norway,Germany,2004,10834274.169,8845557.051,228858506821.841,2496128668171.56,50134.8907734947,30243.5765296979,1050.29,0,1
267,Norway,Iceland,2004,289652.162,154417.235,228858506821.841,11429333037.8443,50134.8907734947,39476.6978486684,1458.72,1,0
268,Norway,Italy,2004,2383720.014,2394577.493,228858506821.841,1574145823927.77,50134.8907734947,27465.6752987224,36708.0,0,1
269,Norway,Netherlands,2004,8448820.79,6525777.711,228858506821.841,578792325056.433,50134.8907734947,35672.2065978453,912.72,0,1
270,Norway,Spain,2004,2283501.555,1621819.494,228858506821.841,905492099322.799,50134.8907734947,21463.4426577449,2544.92,0,1
271,Norway,Switzerland,2004,247890.922,250366.773,228858506821.841,363063293977.872,50134.8907734947,49470.3971259674,1524.57,1,0
272,Norway,Turkey,2004,427962.265,396626.288,228858506821.841,314592428076.487,50134.8907734947,4760.1040190451,2989.43,1,0
273,Norway,United Kingdom,2004,18601806.589,14435233.216,228858506821.841,2057093877551.02,50134.8907734947,34487.4675722539,976.69,0,1
274,Norway,United States,2004,6300380.731,5873677.162,228858506821.841,11458243878000.0,50134.8907734947,39496.4858751381,7173.34,0,1
275,Norway,China,2005,908357.262,911365.411,264511630666.983,1955347004965.69,57603.836021826,1508.66809788453,6978.34,0,1
276,Norway,France,2005,9643832.818,7225046.551,264511630666.983,2115742488204.62,57603.836021826,33741.2619183406,1614.7,0,1
277,Norway,Germany,2005,13082631.73,10834274.169,264511630666.983,2809187981127.39,57603.836021826,34044.0536341248,1050.29,0,1
278,Norway,Iceland,2005,320608.181,289652.162,264511630666.983,13825302535.7699,57603.836021826,47334.9306537723,1458.72,1,0
279,Norway,Italy,2005,2957266.463,2383720.014,264511630666.983,1803226967966.23,57603.836021826,31259.7164954309,36708.0,0,1
280,Norway,Netherlands,2005,10306354.883,8448820.79,264511630666.983,657171591755.649,57603.836021826,40362.3947822685,912.72,0,1
281,Norway,Spain,2005,2506437.347,2283501.555,264511630666.983,1067093369754.16,57603.836021826,24861.2827964413,2544.92,0,1
282,Norway,Switzerland,2005,281788.819,247890.922,264511630666.983,405531321270.607,57603.836021826,54878.4710009787,1524.57,1,0
283,Norway,Turkey,2005,347494.666,427962.265,264511630666.983,408876042651.701,57603.836021826,6101.63211660696,2989.43,1,0
284,Norway,United Kingdom,2005,25980726.683,18601806.589,264511630666.983,2421814353716.59,57603.836021826,40371.7108259838,976.69,0,1
285,Norway,United States,2005,6842506.256,6300380.731,264511630666.983,12213729147000.0,57603.836021826,41712.8010675545,7173.34,0,1
286,Norway,China,2006,1708895.263,908357.262,308884284051.222,2285965892364.2,66810.478520868,1753.41782926104,6978.34,0,1
287,Norway,France,2006,10097811.289,9643832.818,308884284051.222,2196126103718.44,66810.478520868,34760.1850154731,1614.7,0,1
288,Norway,Germany,2006,15043290.074,13082631.73,308884284051.222,2845802760850.64,66810.478520868,34507.3688142332,1050.29,0,1
289,Norway,Iceland,2006,359714.361,320608.181,308884284051.222,16852963067.0496,66810.478520868,56794.8501588953,1458.72,1,0
290,Norway,Italy,2006,3852250.11,2957266.463,308884284051.222,1857524312896.41,66810.478520868,32043.1403684119,36708.0,0,1
291,Norway,Netherlands,2006,12546237.061,10306354.883,308884284051.222,685092650167.89,66810.478520868,41979.0558457881,912.72,0,1
292,Norway,Spain,2006,2644192.564,2506437.347,308884284051.222,1153285660987.44,66810.478520868,26419.2968638221,2544.92,0,1
293,Norway,Switzerland,2006,336623.044,281788.819,308884284051.222,420544947799.55,66810.478520868,56546.7856553987,1524.57,1,0
294,Norway,Turkey,2006,495405.316,347494.666,308884284051.222,506308311476.63,66810.478520868,7456.2961006749,2989.43,1,0
295,Norway,United Kingdom,2006,32695747.472,25980726.683,308884284051.222,2544829090909.09,66810.478520868,42132.0907219815,976.69,0,1
296,Norway,United States,2006,6991500.635,6842506.256,308884284051.222,13036640230000.0,66810.478520868,44114.7477810544,7173.34,0,1
297,Norway,China,2007,1617034.652,1708895.263,345581369965.54,2752131773358.92,74148.3200757187,2099.22943460734,6978.34,0,1
298,Norway,France,2007,10940934.105,10097811.289,345581369965.54,2318593651988.46,74148.3200757187,36443.6263055433,1614.7,0,1
299,Norway,Germany,2007,16782563.293,15043290.074,345581369965.54,2992196713084.93,74148.3200757187,36323.4477421822,1050.29,0,1
300,Norway,Iceland,2007,301363.306,359714.361,345581369965.54,17465318552.2941,74148.3200757187,57492.9342498703,1458.72,1,0
301,Norway,Italy,2007,3739108.04,3852250.11,345581369965.54,1947919708944.93,74148.3200757187,33501.6581673044,36708.0,0,1
302,Norway,Netherlands,2007,14013558.474,12546237.061,345581369965.54,733340860619.747,74148.3200757187,44863.3506314287,912.72,0,1
303,Norway,Spain,2007,3225997.519,2644192.564,345581369965.54,1259343871534.31,74148.3200757187,28365.3134896346,2544.92,0,1
304,Norway,Switzerland,2007,911828.714,336623.044,345581369965.54,443801905407.561,74148.3200757187,59300.6172165015,1524.57,1,0
305,Norway,Turkey,2007,383748.174,495405.316,345581369965.54,557057829051.453,74148.3200757187,8101.85692374776,2989.43,1,0
306,Norway,United Kingdom,2007,35758223.524,32695747.472,345581369965.54,2717059797608.1,74148.3200757187,44654.0969208924,976.69,0,1
307,Norway,United States,2007,8434518.883,6991500.635,345581369965.54,13814611414000.0,74148.3200757187,46298.7314440927,7173.34,0,1
308,Norway,China,2008,1927830.098,1617034.652,400937100158.657,3550342737009.53,85139.9604469545,2693.97006340427,6978.34,0,1
309,Norway,France,2008,16233248.974,10940934.105,400937100158.657,2657213249384.07,85139.9604469545,41508.4326882318,1614.7,0,1
310,Norway,Germany,2008,21622776.721,16782563.293,400937100158.657,3421229126745.14,85139.9604469545,41587.2128984264,1050.29,0,1
311,Norway,Iceland,2008,591185.96,301363.306,400937100158.657,21652505596.7528,85139.9604469545,69495.7267376825,1458.72,1,0
312,Norway,Italy,2008,5420436.522,3739108.04,400937100158.657,2210292636189.43,85139.9604469545,37822.6652377427,36708.0,0,1
313,Norway,Netherlands,2008,18089163.564,14013558.474,400937100158.657,847481522036.682,85139.9604469545,51733.4421317965,912.72,0,1
314,Norway,Spain,2008,3300692.894,3225997.519,400937100158.657,1472131125102.66,85139.9604469545,32549.9709785513,2544.92,0,1
315,Norway,Switzerland,2008,1077413.002,911828.714,400937100158.657,493537376707.764,85139.9604469545,65359.5192218269,1524.57,1,0
316,Norway,Turkey,2008,394462.022,383748.174,400937100158.657,681337335021.874,85139.9604469545,9791.88245001167,2989.43,1,0
317,Norway,United Kingdom,2008,47022444.281,35758223.524,400937100158.657,3106182472989.2,85139.9604469545,50653.2569148306,976.69,0,1
318,Norway,United States,2008,7437220.057,8434518.883,400937100158.657,14451858656000.0,85139.9604469545,47975.9676958038,7173.34,0,1
319,Norway,China,2009,2429388.545,1927830.098,462250000000.0,4594307032667.98,96944.0956064873,3468.30460207977,6978.34,0,1
320,Norway,France,2009,9137042.974,16233248.974,462250000000.0,2918382891460.38,96944.0956064873,45334.117956922,1614.7,0,1
321,Norway,Germany,2009,14173543.325,21622776.721,462250000000.0,3730027830672.33,96944.0956064873,45427.151677489,1050.29,0,1
322,Norway,Iceland,2009,387603.807,591185.96,462250000000.0,18074622987.0185,96944.0956064873,56943.3704468563,1458.72,1,0
323,Norway,Italy,2009,3417697.605,5420436.522,462250000000.0,2398856598798.89,96944.0956064873,40778.3427367209,36708.0,0,1
324,Norway,Netherlands,2009,13197060.651,18089163.564,462250000000.0,947997656364.435,96944.0956064873,57644.4799749353,912.72,0,1
325,Norway,Spain,2009,2632749.891,3300692.894,462250000000.0,1625224842536.99,96944.0956064873,35366.2596011983,2544.92,0,1
326,Norway,Switzerland,2009,709737.546,1077413.002,462250000000.0,570304197211.707,96944.0956064873,74572.232372807,1524.57,1,0
327,Norway,Turkey,2009,683442.517,394462.022,462250000000.0,770462156204.38,96944.0956064873,10941.172146426,2989.43,1,0
328,Norway,United Kingdom,2009,26297426.848,47022444.281,462250000000.0,2938882352941.18,96944.0956064873,47549.3486286006,976.69,0,1
329,Norway,United States,2009,5795527.434,7437220.057,462250000000.0,14712844084000.0,96944.0956064873,48382.5584490552,7173.34,0,1
330,Norway,China,2010,2241325.373,2429388.545,386190385318.767,5101703073088.97,79977.6970817492,3832.23643246922,6978.34,0,1
331,Norway,France,2010,8452824.44,9137042.974,386190385318.767,2690222283967.77,79977.6970817492,41575.4219609625,1614.7,0,1
332,Norway,Germany,2010,14453960.744,14173543.325,386190385318.767,3397791053070.3,79977.6970817492,41485.9016495139,1050.29,0,1
333,Norway,Iceland,2010,260721.282,387603.807,386190385318.767,13154414219.207,79977.6970817492,41301.273219718,1458.72,1,0
334,Norway,Italy,2010,3195473.038,3417697.605,386190385318.767,2191241872742.43,79977.6970817492,37079.7586704546,36708.0,0,1
335,Norway,Netherlands,2010,15537299.864,13197060.651,386190385318.767,868077243678.8,79977.6970817492,52514.0271165323,912.72,0,1
336,Norway,Spain,2010,2392156.752,2632749.891,386190385318.767,1485583495415.39,79977.6970817492,32042.4740786617,2544.92,0,1
337,Norway,Switzerland,2010,803385.232,709737.546,386190385318.767,558199868578.256,79977.6970817492,72083.167695454,1524.57,1,0
338,Norway,Turkey,2010,524166.142,683442.517,386190385318.767,649272568774.193,79977.6970817492,9103.47405061243,2989.43,1,0
339,Norway,United Kingdom,2010,35867936.375,26297426.848,386190385318.767,2425798410967.44,79977.6970817492,38952.2110262455,976.69,0,1
340,Norway,United States,2010,6525795.805,5795527.434,386190385318.767,14448933025000.0,79977.6970817492,47099.9804711343,7173.34,0,1
341,Norway,China,2011,2922942.662,2241325.373,428757038466.841,6087163874510.73,87693.7900658099,4550.45310775599,6978.34,0,1
342,Norway,France,2011,10912549.799,8452824.44,428757038466.841,2642609548930.36,87693.7900658099,40638.3352541414,1614.7,0,1
343,Norway,Germany,2011,17041107.857,14453960.744,428757038466.841,3396354075663.73,87693.7900658099,41531.9341978689,1050.29,0,1
344,Norway,Iceland,2011,649222.516,260721.282,428757038466.841,13751161917.7398,87693.7900658099,43237.0729488958,1458.72,1,0
345,Norway,Italy,2011,3685060.95,3195473.038,428757038466.841,2134017843247.16,87693.7900658099,36000.5201179254,36708.0,0,1
346,Norway,Netherlands,2011,18726518.112,15537299.864,428757038466.841,846554894931.084,87693.7900658099,50950.0343435181,912.72,0,1
347,Norway,Spain,2011,2360141.167,2392156.752,428757038466.841,1420722034063.0,87693.7900658099,30502.7197080776,2544.92,0,1
348,Norway,Switzerland,2011,940264.519,803385.232,428757038466.841,603434493402.679,87693.7900658099,77117.126014204,1524.57,1,0
349,Norway,Turkey,2011,897165.881,524166.142,428757038466.841,776992599946.766,87693.7900658099,10742.7749787626,2989.43,1,0
350,Norway,United Kingdom,2011,45141291.955,35867936.375,428757038466.841,2491110093454.18,87693.7900658099,39688.6149684498,976.69,0,1
351,Norway,United States,2011,9025762.866,6525795.805,428757038466.841,14992052727000.0,87693.7900658099,48466.6576026922,7173.34,0,1
352,Norway,China,2012,2391982.811,2922942.662,498283438454.281,7551500124197.17,100600.562407589,5614.35213522114,6978.34,0,1
353,Norway,France,2012,10111053.095,10912549.799,498283438454.281,2861408170264.6,100600.562407589,43790.7260166781,1614.7,0,1
354,Norway,Germany,2012,19279126.863,17041107.857,498283438454.281,3744408602683.94,100600.562407589,46644.776027968,1050.29,0,1
355,Norway,Iceland,2012,718914.542,649222.516,498283438454.281,15221622925.9319,100600.562407589,47714.5922308485,1458.72,1,0
356,Norway,Italy,2012,3670517.761,3685060.95,498283438454.281,2291991045770.29,100600.562407589,38599.0622070322,36708.0,0,1
357,Norway,Netherlands,2012,19709795.525,18726518.112,498283438454.281,904085980796.018,100600.562407589,54159.3466126142,912.72,0,1
358,Norway,Spain,2012,2558057.582,2360141.167,498283438454.281,1478772824224.03,100600.562407589,31636.4463142558,2544.92,0,1
359,Norway,Switzerland,2012,764938.968,940264.519,498283438454.281,722038242134.62,100600.562407589,91254.0347609687,1524.57,1,0
360,Norway,Turkey,2012,903049.091,897165.881,498283438454.281,838762755164.179,100600.562407589,11420.5554558378,2989.43,1,0
361,Norway,United Kingdom,2012,42622024.335,45141291.955,498283438454.281,2674891473843.81,100600.562407589,42284.8844902996,976.69,0,1
362,Norway,United States,2012,8090454.779,9025762.866,498283438454.281,15542581104000.0,100600.562407589,49882.5581321495,7173.34,0,1
363,Norway,China,2013,2768809.673,2391982.811,509506317146.541,8532229986993.65,101524.141851985,6300.61511825789,6978.34,0,1
364,Norway,France,2013,11440956.569,10111053.095,509506317146.541,2683825225092.63,101524.141851985,40874.7003927338,1614.7,0,1
365,Norway,Germany,2013,26702193.299,19279126.863,509506317146.541,3527344944139.83,101524.141851985,43858.3630551076,1050.29,0,1
366,Norway,Iceland,2013,648089.862,718914.542,509506317146.541,14751508133.5443,101524.141851985,45995.5478789467,1458.72,1,0
367,Norway,Italy,2013,1263292.367,3670517.761,509506317146.541,2087077032435.15,101524.141851985,35053.5262442572,36708.0,0,1
368,Norway,Netherlands,2013,16869324.871,19709795.525,509506317146.541,838971306990.906,101524.141851985,50073.0056559308,912.72,0,1
369,Norway,Spain,2013,1825684.213,2558057.582,509506317146.541,1324820091194.67,101524.141851985,28324.4293363918,2544.92,0,1
370,Norway,Switzerland,2013,528709.501,764938.968,509506317146.541,692109693986.886,101524.141851985,86547.6708907265,1524.57,1,0
371,Norway,Turkey,2013,900138.768,903049.091,509506317146.541,880556375779.51,101524.141851985,11795.6334567571,2989.43,1,0
372,Norway,United Kingdom,2013,37366116.602,42622024.335,509506317146.541,2719158341005.79,101524.141851985,42686.8000524926,976.69,0,1
373,Norway,United States,2013,6881796.915,8090454.779,509506317146.541,16197007349000.0,101524.141851985,51602.9310457907,7173.34,0,1
374,Norway,China,2014,3275557.913,2768809.673,522761531914.894,9570406235659.64,102913.450843674,7020.33848453658,6978.34,0,1
375,Norway,France,2014,8838673.958,11440956.569,522761531914.894,2811077725703.59,102913.450843674,42592.9353850549,1614.7,0,1
376,Norway,Germany,2014,24476884.735,26702193.299,522761531914.894,3732743446218.92,102913.450843674,46285.7640688407,1050.29,0,1
377,Norway,Iceland,2014,700658.006,648089.862,522761531914.894,16125060515.3117,102913.450843674,49804.9829978371,1458.72,1,0
378,Norway,Italy,2014,1186059.104,1263292.367,522761531914.894,2141315327318.21,102913.450843674,35549.9746972954,36708.0,0,1
379,Norway,Netherlands,2014,19267983.731,16869324.871,522761531914.894,876923518850.405,102913.450843674,52184.0618504931,912.72,0,1
380,Norway,Spain,2014,2389446.078,1825684.213,522761531914.894,1354757433212.72,102913.450843674,29059.5479522321,2544.92,0,1
381,Norway,Switzerland,2014,537803.768,528709.501,522761531914.894,712748124222.61,102913.450843674,88109.4867524037,1524.57,1,0
382,Norway,Turkey,2014,1011358.966,900138.768,522761531914.894,957783020853.031,102913.450843674,12614.7816100386,2989.43,1,0
383,Norway,United Kingdom,2014,32894514.167,37366116.602,522761531914.894,2803291406029.93,102913.450843674,43713.8141242308,976.69,0,1
384,Norway,United States,2014,5358844.21,6881796.915,522761531914.894,16784849196000.0,102913.450843674,53106.5367672165,7173.34,0,1
385,Norway,China,2015,2962606.82955587,3275557.913,498410050251.256,10475682920597.7,97019.1827527462,7636.11660125502,6978.34,0,1
386,Norway,France,2015,6810635.97252643,8838673.958,498410050251.256,2852165760630.27,97019.1827527462,43011.2631028417,1614.7,0,1
387,Norway,Germany,2015,18451940.491353802,24476884.735,498410050251.256,3883920155292.26,97019.1827527462,47959.9932737599,1050.29,0,1
388,Norway,Iceland,2015,445734.598008289,700658.006,498410050251.256,17867662177.8911,97019.1827527462,54576.7448146565,1458.72,1,0
389,Norway,Italy,2015,921517.414578699,1186059.104,498410050251.256,2159133919743.77,97019.1827527462,35518.4152916749,36708.0,0,1
390,Norway,Netherlands,2015,11406822.7726642,19267983.731,498410050251.256,890981311077.658,97019.1827527462,52830.1742328055,912.72,0,1
391,Norway,Spain,2015,1586028.26460853,2389446.078,498410050251.256,1369398844599.58,97019.1827527462,29461.5503337389,2544.92,0,1
392,Norway,Switzerland,2015,403318.693277228,537803.768,498410050251.256,734396591036.932,97019.1827527462,89684.7075795936,1524.57,1,0
393,Norway,Turkey,2015,521065.552172055,1011358.966,498410050251.256,938952628604.067,97019.1827527462,12157.9904337823,2989.43,1,0
394,Norway,United Kingdom,2015,20873285.7015797,32894514.167,498410050251.256,3087165602962.86,97019.1827527462,47787.2412984884,976.69,0,1
395,Norway,United States,2015,4613130.469865019,5358844.21,498410050251.256,17527163695000.0,97019.1827527462,55049.9883272312,7173.34,0,1
396,Norway,China,2016,2356367.314,2962606.82955587,385801550067.169,11061553079871.5,74355.5158575643,8016.43143498003,6978.34,0,1
397,Norway,France,2016,6133015.04,6810635.97252643,385801550067.169,2438207896251.84,74355.5158575643,36638.184929157,1614.7,0,1
398,Norway,Germany,2016,12774556.139,18451940.491353802,385801550067.169,3356235704119.75,74355.5158575643,41086.7296737253,1050.29,0,1
399,Norway,Iceland,2016,438554.295,445734.598008289,385801550067.169,17517210519.0912,74355.5158575643,52951.6815110898,1458.72,1,0
400,Norway,Italy,2016,1174607.656,921517.414578699,385801550067.169,1835899237320.04,74355.5158575643,30230.2263021296,36708.0,0,1
401,Norway,Netherlands,2016,9523674.034,11406822.7726642,385801550067.169,765264949780.999,74355.5158575643,45175.2318933798,912.72,0,1
402,Norway,Spain,2016,1634594.548,1586028.26460853,385801550067.169,1195119269971.52,74355.5158575643,25732.0183647454,2544.92,0,1
403,Norway,Switzerland,2016,505698.628,403318.693277228,385801550067.169,702149580770.901,74355.5158575643,84776.1421659748,1524.57,1,0
404,Norway,Turkey,2016,498368.637,521065.552172055,385801550067.169,864316670330.882,74355.5158575643,11006.2795239649,2989.43,1,0
405,Norway,United Kingdom,2016,18548819.504,20873285.7015797,385801550067.169,2956573778737.76,74355.5158575643,45404.5677734722,976.69,0,1
406,Norway,United States,2016,3745834.953,4613130.469865019,385801550067.169,18238300569000.0,74355.5158575643,56863.3714957652,7173.34,0,1
407,Norway,China,2017,2056050.96227914,2356367.314,368827142857.143,11233276536744.7,70460.5605323322,8094.36336675194,6978.34,0,1
408,Norway,France,2017,6569898.70773365,6133015.04,368827142857.143,2471285607081.72,70460.5605323322,37037.3741861219,1614.7,0,1
409,Norway,Germany,2017,15822792.0835784,12774556.139,368827142857.143,3467498002104.33,70460.5605323322,42107.5172703074,1050.29,0,1
410,Norway,Iceland,2017,547133.178541566,438554.295,368827142857.143,20793168030.9524,70460.5605323322,61987.9263620283,1458.72,1,0
411,Norway,Italy,2017,1369500.52774908,1174607.656,368827142857.143,1875797463583.87,70460.5605323322,30939.7142462298,36708.0,0,1
412,Norway,Netherlands,2017,10135332.6353712,9523674.034,368827142857.143,783528181704.567,70460.5605323322,46007.8529206547,912.72,0,1
413,Norway,Spain,2017,2321067.54151833,1634594.548,368827142857.143,1232076017361.53,70460.5605323322,26505.3432155204,2544.92,0,1
414,Norway,Switzerland,2017,389902.812900675,505698.628,368827142857.143,695600652899.283,70460.5605323322,83073.2800824812,1524.57,1,0
415,Norway,Turkey,2017,833158.5928066811,498368.637,368827142857.143,869692960365.551,70460.5605323322,10894.6033779275,2989.43,1,0
416,Norway,United Kingdom,2017,21523276.3031211,18548819.504,368827142857.143,2722851958486.23,70460.5605323322,41499.5557033073,976.69,0,1
417,Norway,United States,2017,4730892.069370249,3745834.953,368827142857.143,18745075687000.0,70460.5605323322,58021.4004997125,7173.34,0,1
418,Norway,China,2018,2594997.6114303297,2056050.96227914,398393955268.99,12310409370894.2,75496.7540581998,8816.98690451989,6978.34,0,1
419,Norway,France,2018,8252482.4576976,6569898.70773365,398393955268.99,2588740901639.81,75496.7540581998,38685.2584944953,1614.7,0,1
420,Norway,Germany,2018,19687007.4494373,15822792.0835784,398393955268.99,3681732583768.5,75496.7540581998,44542.2952040833,1050.29,0,1
421,Norway,Iceland,2018,675644.444493875,547133.178541566,398393955268.99,24728285177.4603,75496.7540581998,72010.1490316258,1458.72,1,0
422,Norway,Italy,2018,1652279.26861881,1369500.52774908,398393955268.99,1956950469673.29,75496.7540581998,32326.6742113994,36708.0,0,1
423,Norway,Netherlands,2018,13028366.9274296,10135332.6353712,398393955268.99,831809944960.879,75496.7540581998,48554.9922761756,912.72,0,1
424,Norway,Spain,2018,2240930.5431501297,2321067.54151833,398393955268.99,1309297246509.31,75496.7540581998,28100.5862419453,2544.92,0,1
