,Export,Import,Year,Export_Value,Export_Value_(t-1),GDP_i(t-1),GDP_j(t-1),GDPPC_i(t-1),GDPPC_j(t-1),D_ij,FTA_1,FTA_2
635,Switzerland,Turkey,2017,6077923.596816069,2355470.771,695600652899.283,869692960365.551,83073.2800824812,10894.6033779275,2328.95,1,0
636,Switzerland,United Kingdom,2017,16914398.9348668,32666964.186,695600652899.283,2722851958486.23,83073.2800824812,41499.5557033073,1192.02,0,1
637,Switzerland,United States,2017,36674928.3004076,36995923.09,695600652899.283,18745075687000.0,83073.2800824812,58021.4004997125,8079.84,0,1
638,Switzerland,China,2018,30260715.882492803,24492534.0622749,704478516963.855,12310409370894.2,83352.0886533412,8816.98690451989,7715.68,0,1
639,Switzerland,France,2018,19738665.2220162,17128287.1390089,704478516963.855,2588740901639.81,83352.0886533412,38685.2584944953,484.11,0,1
640,Switzerland,Germany,2018,47447290.785087995,45312226.2775301,704478516963.855,3681732583768.5,83352.0886533412,44542.2952040833,502.56,0,1
641,Switzerland,Iceland,2018,57382.469848758104,37055.6621689596,704478516963.855,24728285177.4603,83352.0886533412,72010.1490316258,243070.0,1,0
642,Switzerland,Italy,2018,16581478.3312259,15800097.271187,704478516963.855,1956950469673.29,83352.0886533412,32326.6742113994,580.47,0,1
643,Switzerland,Netherlands,2018,8190026.74897776,5377959.47702924,704478516963.855,831809944960.879,83352.0886533412,48554.9922761756,658.62,0,1
644,Switzerland,Norway,2018,771231.641751496,649359.7828698329,704478516963.855,398393955268.99,83352.0886533412,75496.7540581998,1524.57,1,0
645,Switzerland,Spain,2018,6920900.20569407,5657774.271212189,704478516963.855,1309297246509.31,83352.0886533412,28100.5862419453,1345.27,0,1
646,Switzerland,Turkey,2018,2851820.87077703,6077923.596816069,704478516963.855,858996263095.858,83352.0886533412,10589.667724687,2328.95,1,0
647,Switzerland,United Kingdom,2018,10640631.7010947,16914398.9348668,704478516963.855,2699016715111.39,83352.0886533412,40857.7555829627,1192.02,0,1
648,Switzerland,United States,2018,40959117.7395707,36674928.3004076,704478516963.855,19542979183000.0,83352.0886533412,60109.6557260477,8079.84,0,1
649,Switzerland,China,2019,21535002.689305,30260715.882492803,735539301552.674,13894817549380.3,86388.4049527184,9905.34200389253,7715.68,0,1
650,Switzerland,France,2019,19382378.5672298,19738665.2220162,735539301552.674,2789593979064.58,86388.4049527184,41572.4850099629,484.11,0,1
651,Switzerland,Germany,2019,47900111.2025372,47447290.785087995,735539301552.674,3975347237442.99,86388.4049527184,47950.1808142041,502.56,0,1
652,Switzerland,Iceland,2019,73627.2651113659,57382.469848758104,735539301552.674,26267063757.5495,86388.4049527184,74469.8040591559,243070.0,1,0
653,Switzerland,Italy,2019,16169845.6672669,16581478.3312259,735539301552.674,2090910879119.33,86388.4049527184,34605.2627252058,580.47,0,1
654,Switzerland,Netherlands,2019,6079733.00434358,8190026.74897776,735539301552.674,913597086062.599,86388.4049527184,53018.6293562696,658.62,0,1
655,Switzerland,Norway,2019,667741.90392073,771231.641751496,735539301552.674,436999692591.454,86388.4049527184,82267.809316159,1524.57,1,0
656,Switzerland,Spain,2019,7880977.59000553,6920900.20569407,735539301552.674,1420300232663.59,86388.4049527184,30349.7520984361,1345.27,0,1
657,Switzerland,Turkey,2019,3361968.4934758,2851820.87077703,735539301552.674,778471901665.148,86388.4049527184,9454.34844272271,2328.95,1,0
658,Switzerland,United Kingdom,2019,28306935.332254797,10640631.7010947,735539301552.674,2900791442554.06,86388.4049527184,43646.9519711493,1192.02,0,1
659,Switzerland,United States,2019,43852848.0480324,40959117.7395707,735539301552.674,20611860934000.0,86388.4049527184,63064.4184096731,8079.84,0,1
660,Iceland,China,2000,11191.652,5022.337,8982047589.4895,1093997267277.1,32381.6252356488,873.287061730612,2177394.0,0,1
661,Iceland,France,2000,87202.089,104187.632,8982047589.4895,1492647560196.04,32381.6252356488,24673.2030476111,2372.32,0,1
662,Iceland,Germany,2000,312116.389,262963.856,8982047589.4895,2194204133816.32,32381.6252356488,26725.9152182573,126588.0,0,1
663,Iceland,Italy,2000,27966.976,34470.26,8982047589.4895,1252023758789.69,32381.6252356488,21997.6243155313,3138.62,0,1
664,Iceland,Netherlands,2000,147015.38,120782.848,8982047589.4895,446898572341.786,32381.6252356488,28263.0967106802,11933.0,0,1
665,Iceland,Norway,2000,75646.175,96071.2,8982047589.4895,162284465073.341,32381.6252356488,36371.0509535576,1458.72,1,0
666,Iceland,Spain,2000,86486.539,104052.712,8982047589.4895,634693160025.57,32381.6252356488,15715.3322713275,2978.92,0,1
667,Iceland,Switzerland,2000,41556.272,74463.44,8982047589.4895,298520480628.412,32381.6252356488,41786.2341411701,243070.0,1,0
668,Iceland,Turkey,2000,1351.648,904.043,8982047589.4895,256385525071.633,32381.6252356488,4116.1705596504,4433.0,1,0
669,Iceland,United Kingdom,2000,366997.502,394899.36,8982047589.4895,1685762821549.91,32381.6252356488,28726.8572106345,1404.37,0,1
670,Iceland,United States,2000,235973.293,302491.84,8982047589.4895,9630664202000.0,32381.6252356488,34513.5615037271,5721.13,0,1
671,Iceland,China,2001,9296.621,11191.652,9025660361.75842,1211346869600.41,32096.3722613695,959.372483635864,2177394.0,0,1
672,Iceland,France,2001,78976.523,87202.089,9025660361.75842,1362248940482.77,32096.3722613695,22364.0293943406,2372.32,0,1
673,Iceland,Germany,2001,300960.932,312116.389,9025660361.75842,1943145384190.16,32096.3722613695,23635.9292203977,126588.0,0,1
674,Iceland,Italy,2001,25852.495,27966.976,9025660361.75842,1143829832319.88,32096.3722613695,20087.5919858794,3138.62,0,1
675,Iceland,Netherlands,2001,220226.299,147015.38,9025660361.75842,416442786069.652,32096.3722613695,26149.41107829,11933.0,0,1
676,Iceland,Norway,2001,104588.225,75646.175,9025660361.75842,171247131268.604,32096.3722613695,38131.4606116242,1458.72,1,0
677,Iceland,Spain,2001,108239.543,86486.539,9025660361.75842,596877648793.072,32096.3722613695,14713.0657111519,2978.92,0,1
678,Iceland,Switzerland,2001,65732.986,41556.272,9025660361.75842,279841151705.353,32096.3722613695,38952.0342005572,243070.0,1,0
679,Iceland,Turkey,2001,807.336,1351.648,9025660361.75842,274302959053.103,32096.3722613695,4337.47800296354,4433.0,1,0
680,Iceland,United Kingdom,2001,368094.571,366997.502,9025660361.75842,1662127402027.54,32096.3722613695,28223.0675706515,1404.37,0,1
681,Iceland,United States,2001,212765.842,235973.293,9025660361.75842,10252345464000.0,32096.3722613695,36334.9087770589,5721.13,0,1
682,Iceland,China,2002,14295.388,9296.621,8234846804.60582,1339395718862.89,28897.4439396908,1053.10824300262,2177394.0,0,1
683,Iceland,France,2002,81872.093,78976.523,8234846804.60582,1376465324384.79,28897.4439396908,22433.5549829528,2372.32,0,1
684,Iceland,Germany,2002,411896.055,300960.932,8234846804.60582,1944107382550.34,28897.4439396908,23607.8828553922,126588.0,0,1
685,Iceland,Italy,2002,30148.563,25852.495,8234846804.60582,1167012796420.58,28897.4439396908,20483.2159949974,3138.62,0,1
686,Iceland,Netherlands,2002,240706.338,220226.299,8234846804.60582,431213422818.792,28897.4439396908,26873.2759335114,11933.0,0,1
687,Iceland,Norway,2002,101834.783,104588.225,8234846804.60582,173972218824.027,28897.4439396908,38542.715099709,1458.72,1,0
688,Iceland,Spain,2002,116689.788,108239.543,8234846804.60582,627286800894.855,28897.4439396908,15355.7031663439,2978.92,0,1
689,Iceland,Switzerland,2002,33350.785,65732.986,8234846804.60582,287226531168.523,28897.4439396908,39727.8466713883,243070.0,1,0
690,Iceland,Turkey,2002,910.316,807.336,8234846804.60582,201751148417.102,28897.4439396908,3142.92099774582,4433.0,1,0
691,Iceland,United Kingdom,2002,389975.297,368094.571,8234846804.60582,1643908161796.46,28897.4439396908,27806.4488245133,1404.37,0,1
692,Iceland,United States,2002,243533.477,212765.842,8234846804.60582,10581821399000.0,28897.4439396908,37133.2428088526,5721.13,0,1
693,Iceland,China,2003,17304.773,14295.388,9318395054.85934,1470550015077.93,32409.2161491753,1148.50829043887,2177394.0,0,1
694,Iceland,France,2003,96303.443,81872.093,9318395054.85934,1494286655373.61,32409.2161491753,24177.3355586498,2372.32,0,1
695,Iceland,Germany,2003,414989.694,411896.055,9318395054.85934,2068624129493.69,32409.2161491753,25077.7290759602,126588.0,0,1
696,Iceland,Italy,2003,32134.933,30148.563,9318395054.85934,1270712309429.7,32409.2161491753,22270.1441234282,3138.62,0,1
697,Iceland,Netherlands,2003,266755.697,240706.338,9318395054.85934,471613965744.401,32409.2161491753,29204.0398310254,11933.0,0,1
698,Iceland,Norway,2003,106356.657,101834.783,9318395054.85934,195524186477.617,32409.2161491753,43084.4724650717,1458.72,1,0
699,Iceland,Spain,2003,150543.683,116689.788,9318395054.85934,705394315829.098,32409.2161491753,17025.5319828692,2978.92,0,1
700,Iceland,Switzerland,2003,46362.26,33350.785,9318395054.85934,310175772488.13,32409.2161491753,42578.7631355696,243070.0,1,0
701,Iceland,Turkey,2003,1266.433,910.316,9318395054.85934,240253216295.117,32409.2161491753,3687.95609325031,4433.0,1,0
702,Iceland,United Kingdom,2003,417086.681,389975.297,9318395054.85934,1784076738609.11,32409.2161491753,30049.8963232066,1404.37,0,1
703,Iceland,United States,2003,225029.339,243533.477,9318395054.85934,10936419054000.0,32409.2161491753,38023.1611144021,5721.13,0,1
704,Iceland,China,2004,16108.772,17304.773,11429333037.8443,1660287965663.89,39476.6978486684,1288.64325183475,2177394.0,0,1
705,Iceland,France,2004,116492.955,96303.443,11429333037.8443,1840480812641.08,39476.6978486684,29568.3887998673,2372.32,0,1
706,Iceland,Germany,2004,512381.456,414989.694,11429333037.8443,2496128668171.56,39476.6978486684,30243.5765296979,126588.0,0,1
707,Iceland,Italy,2004,31134.355,32134.933,11429333037.8443,1574145823927.77,39476.6978486684,27465.6752987224,3138.62,0,1
708,Iceland,Netherlands,2004,310642.345,266755.697,11429333037.8443,578792325056.433,39476.6978486684,35672.2065978453,11933.0,0,1
709,Iceland,Norway,2004,86920.461,106356.657,11429333037.8443,228858506821.841,39476.6978486684,50134.8907734947,1458.72,1,0
710,Iceland,Spain,2004,200280.891,150543.683,11429333037.8443,905492099322.799,39476.6978486684,21463.4426577449,2978.92,0,1
711,Iceland,Switzerland,2004,45719.109,46362.26,11429333037.8443,363063293977.872,39476.6978486684,49470.3971259674,243070.0,1,0
712,Iceland,Turkey,2004,2491.629,1266.433,11429333037.8443,314592428076.487,39476.6978486684,4760.1040190451,4433.0,1,0
713,Iceland,United Kingdom,2004,550081.576,417086.681,11429333037.8443,2057093877551.02,39476.6978486684,34487.4675722539,1404.37,0,1
714,Iceland,United States,2004,271179.01,225029.339,11429333037.8443,11458243878000.0,39476.6978486684,39496.4858751381,5721.13,0,1
715,Iceland,China,2005,26943.639,16108.772,13825302535.7699,1955347004965.69,47334.9306537723,1508.66809788453,2177394.0,0,1
716,Iceland,France,2005,115125.922,116492.955,13825302535.7699,2115742488204.62,47334.9306537723,33741.2619183406,2372.32,0,1
717,Iceland,Germany,2005,489778.484,512381.456,13825302535.7699,2809187981127.39,47334.9306537723,34044.0536341248,126588.0,0,1
718,Iceland,Italy,2005,30000.871,31134.355,13825302535.7699,1803226967966.23,47334.9306537723,31259.7164954309,3138.62,0,1
719,Iceland,Netherlands,2005,386352.588,310642.345,13825302535.7699,657171591755.649,47334.9306537723,40362.3947822685,11933.0,0,1
720,Iceland,Norway,2005,82719.532,86920.461,13825302535.7699,264511630666.983,47334.9306537723,57603.836021826,1458.72,1,0
721,Iceland,Spain,2005,229654.146,200280.891,13825302535.7699,1067093369754.16,47334.9306537723,24861.2827964413,2978.92,0,1
722,Iceland,Switzerland,2005,38771.532,45719.109,13825302535.7699,405531321270.607,47334.9306537723,54878.4710009787,243070.0,1,0
723,Iceland,Turkey,2005,4020.867,2491.629,13825302535.7699,408876042651.701,47334.9306537723,6101.63211660696,4433.0,1,0
724,Iceland,United Kingdom,2005,550419.21,550081.576,13825302535.7699,2421814353716.59,47334.9306537723,40371.7108259838,1404.37,0,1
725,Iceland,United States,2005,275541.716,271179.01,13825302535.7699,12213729147000.0,47334.9306537723,41712.8010675545,5721.13,0,1
726,Iceland,China,2006,39166.396,26943.639,16852963067.0496,2285965892364.2,56794.8501588953,1753.41782926104,2177394.0,0,1
727,Iceland,France,2006,117053.033,115125.922,16852963067.0496,2196126103718.44,56794.8501588953,34760.1850154731,2372.32,0,1
728,Iceland,Germany,2006,517040.84,489778.484,16852963067.0496,2845802760850.64,56794.8501588953,34507.3688142332,126588.0,0,1
729,Iceland,Italy,2006,26023.41,30000.871,16852963067.0496,1857524312896.41,56794.8501588953,32043.1403684119,3138.62,0,1
730,Iceland,Netherlands,2006,573548.054,386352.588,16852963067.0496,685092650167.89,56794.8501588953,41979.0558457881,11933.0,0,1
731,Iceland,Norway,2006,137036.993,82719.532,16852963067.0496,308884284051.222,56794.8501588953,66810.478520868,1458.72,1,0
732,Iceland,Spain,2006,219818.949,229654.146,16852963067.0496,1153285660987.44,56794.8501588953,26419.2968638221,2978.92,0,1
733,Iceland,Switzerland,2006,83633.381,38771.532,16852963067.0496,420544947799.55,56794.8501588953,56546.7856553987,243070.0,1,0
734,Iceland,Turkey,2006,3462.437,4020.867,16852963067.0496,506308311476.63,56794.8501588953,7456.2961006749,4433.0,1,0
735,Iceland,United Kingdom,2006,539712.423,550419.21,16852963067.0496,2544829090909.09,56794.8501588953,42132.0907219815,1404.37,0,1
736,Iceland,United States,2006,374848.353,275541.716,16852963067.0496,13036640230000.0,56794.8501588953,44114.7477810544,5721.13,0,1
737,Iceland,China,2007,37162.453,39166.396,17465318552.2941,2752131773358.92,57492.9342498703,2099.22943460734,2177394.0,0,1
738,Iceland,France,2007,122504.781,117053.033,17465318552.2941,2318593651988.46,57492.9342498703,36443.6263055433,2372.32,0,1
739,Iceland,Germany,2007,638393.44,517040.84,17465318552.2941,2992196713084.93,57492.9342498703,36323.4477421822,126588.0,0,1
740,Iceland,Italy,2007,31143.888,26023.41,17465318552.2941,1947919708944.93,57492.9342498703,33501.6581673044,3138.62,0,1
741,Iceland,Netherlands,2007,1014886.662,573548.054,17465318552.2941,733340860619.747,57492.9342498703,44863.3506314287,11933.0,0,1
742,Iceland,Norway,2007,180889.827,137036.993,17465318552.2941,345581369965.54,57492.9342498703,74148.3200757187,1458.72,1,0
743,Iceland,Spain,2007,221459.777,219818.949,17465318552.2941,1259343871534.31,57492.9342498703,28365.3134896346,2978.92,0,1
744,Iceland,Switzerland,2007,60351.31,83633.381,17465318552.2941,443801905407.561,57492.9342498703,59300.6172165015,243070.0,1,0
745,Iceland,Turkey,2007,3711.257,3462.437,17465318552.2941,557057829051.453,57492.9342498703,8101.85692374776,4433.0,1,0
746,Iceland,United Kingdom,2007,630866.392,539712.423,17465318552.2941,2717059797608.1,57492.9342498703,44654.0969208924,1404.37,0,1
747,Iceland,United States,2007,355666.825,374848.353,17465318552.2941,13814611414000.0,57492.9342498703,46298.7314440927,5721.13,0,1
748,Iceland,China,2008,117887.852,37162.453,21652505596.7528,3550342737009.53,69495.7267376825,2693.97006340427,2177394.0,0,1
749,Iceland,France,2008,163900.037,122504.781,21652505596.7528,2657213249384.07,69495.7267376825,41508.4326882318,2372.32,0,1
750,Iceland,Germany,2008,605419.405,638393.44,21652505596.7528,3421229126745.14,69495.7267376825,41587.2128984264,126588.0,0,1
751,Iceland,Italy,2008,41841.374,31143.888,21652505596.7528,2210292636189.43,69495.7267376825,37822.6652377427,3138.62,0,1
752,Iceland,Netherlands,2008,1840866.305,1014886.662,21652505596.7528,847481522036.682,69495.7267376825,51733.4421317965,11933.0,0,1
753,Iceland,Norway,2008,233378.524,180889.827,21652505596.7528,400937100158.657,69495.7267376825,85139.9604469545,1458.72,1,0
754,Iceland,Spain,2008,204886.499,221459.777,21652505596.7528,1472131125102.66,69495.7267376825,32549.9709785513,2978.92,0,1
755,Iceland,Switzerland,2008,49320.993,60351.31,21652505596.7528,493537376707.764,69495.7267376825,65359.5192218269,243070.0,1,0
756,Iceland,Turkey,2008,3422.954,3711.257,21652505596.7528,681337335021.874,69495.7267376825,9791.88245001167,4433.0,1,0
757,Iceland,United Kingdom,2008,621612.311,630866.392,21652505596.7528,3106182472989.2,69495.7267376825,50653.2569148306,1404.37,0,1
758,Iceland,United States,2008,299421.558,355666.825,21652505596.7528,14451858656000.0,69495.7267376825,47975.9676958038,5721.13,0,1
759,Iceland,China,2009,95000.526,117887.852,18074622987.0185,4594307032667.98,56943.3704468563,3468.30460207977,2177394.0,0,1
760,Iceland,France,2009,142409.354,163900.037,18074622987.0185,2918382891460.38,56943.3704468563,45334.117956922,2372.32,0,1
761,Iceland,Germany,2009,456870.158,605419.405,18074622987.0185,3730027830672.33,56943.3704468563,45427.151677489,126588.0,0,1
762,Iceland,Italy,2009,41359.932,41841.374,18074622987.0185,2398856598798.89,56943.3704468563,40778.3427367209,3138.62,0,1
763,Iceland,Netherlands,2009,1247264.367,1840866.305,18074622987.0185,947997656364.435,56943.3704468563,57644.4799749353,11933.0,0,1
764,Iceland,Norway,2009,235442.481,233378.524,18074622987.0185,462250000000.0,56943.3704468563,96944.0956064873,1458.72,1,0
765,Iceland,Spain,2009,195459.332,204886.499,18074622987.0185,1625224842536.99,56943.3704468563,35366.2596011983,2978.92,0,1
766,Iceland,Switzerland,2009,53620.194,49320.993,18074622987.0185,570304197211.707,56943.3704468563,74572.232372807,243070.0,1,0
767,Iceland,Turkey,2009,6636.042,3422.954,18074622987.0185,770462156204.38,56943.3704468563,10941.172146426,4433.0,1,0
768,Iceland,United Kingdom,2009,518164.982,621612.311,18074622987.0185,2938882352941.18,56943.3704468563,47549.3486286006,1404.37,0,1
769,Iceland,United States,2009,158752.852,299421.558,18074622987.0185,14712844084000.0,56943.3704468563,48382.5584490552,5721.13,0,1
770,Iceland,China,2010,28009.58,95000.526,13154414219.207,5101703073088.97,41301.273219718,3832.23643246922,2177394.0,0,1
771,Iceland,France,2010,144553.403,142409.354,13154414219.207,2690222283967.77,41301.273219718,41575.4219609625,2372.32,0,1
772,Iceland,Germany,2010,642595.908,456870.158,13154414219.207,3397791053070.3,41301.273219718,41485.9016495139,126588.0,0,1
773,Iceland,Italy,2010,72640.555,41359.932,13154414219.207,2191241872742.43,41301.273219718,37079.7586704546,3138.62,0,1
774,Iceland,Netherlands,2010,1564072.322,1247264.367,13154414219.207,868077243678.8,41301.273219718,52514.0271165323,11933.0,0,1
775,Iceland,Norway,2010,195168.01,235442.481,13154414219.207,386190385318.767,41301.273219718,79977.6970817492,1458.72,1,0
776,Iceland,Spain,2010,218148.52,195459.332,13154414219.207,1485583495415.39,41301.273219718,32042.4740786617,2978.92,0,1
777,Iceland,Switzerland,2010,83827.943,53620.194,13154414219.207,558199868578.256,41301.273219718,72083.167695454,243070.0,1,0
778,Iceland,Turkey,2010,21572.328,6636.042,13154414219.207,649272568774.193,41301.273219718,9103.47405061243,4433.0,1,0
779,Iceland,United Kingdom,2010,465305.864,518164.982,13154414219.207,2425798410967.44,41301.273219718,38952.2110262455,1404.37,0,1
780,Iceland,United States,2010,210140.737,158752.852,13154414219.207,14448933025000.0,41301.273219718,47099.9804711343,5721.13,0,1
781,Iceland,China,2011,46841.604,28009.58,13751161917.7398,6087163874510.73,43237.0729488958,4550.45310775599,2177394.0,0,1
782,Iceland,France,2011,209195.894,144553.403,13751161917.7398,2642609548930.36,43237.0729488958,40638.3352541414,2372.32,0,1
783,Iceland,Germany,2011,800358.477,642595.908,13751161917.7398,3396354075663.73,43237.0729488958,41531.9341978689,126588.0,0,1
784,Iceland,Italy,2011,135690.806,72640.555,13751161917.7398,2134017843247.16,43237.0729488958,36000.5201179254,3138.62,0,1
785,Iceland,Netherlands,2011,1732723.673,1564072.322,13751161917.7398,846554894931.084,43237.0729488958,50950.0343435181,11933.0,0,1
786,Iceland,Norway,2011,236150.658,195168.01,13751161917.7398,428757038466.841,43237.0729488958,87693.7900658099,1458.72,1,0
787,Iceland,Spain,2011,206131.908,218148.52,13751161917.7398,1420722034063.0,43237.0729488958,30502.7197080776,2978.92,0,1
788,Iceland,Switzerland,2011,35022.382,83827.943,13751161917.7398,603434493402.679,43237.0729488958,77117.126014204,243070.0,1,0
789,Iceland,Turkey,2011,22428.927,21572.328,13751161917.7398,776992599946.766,43237.0729488958,10742.7749787626,4433.0,1,0
790,Iceland,United Kingdom,2011,481973.724,465305.864,13751161917.7398,2491110093454.18,43237.0729488958,39688.6149684498,1404.37,0,1
791,Iceland,United States,2011,199429.165,210140.737,13751161917.7398,14992052727000.0,43237.0729488958,48466.6576026922,5721.13,0,1
792,Iceland,China,2012,61165.532,46841.604,15221622925.9319,7551500124197.17,47714.5922308485,5614.35213522114,2177394.0,0,1
793,Iceland,France,2012,225037.647,209195.894,15221622925.9319,2861408170264.6,47714.5922308485,43790.7260166781,2372.32,0,1
794,Iceland,Germany,2012,651915.531,800358.477,15221622925.9319,3744408602683.94,47714.5922308485,46644.776027968,126588.0,0,1
795,Iceland,Italy,2012,104096.522,135690.806,15221622925.9319,2291991045770.29,47714.5922308485,38599.0622070322,3138.62,0,1
796,Iceland,Netherlands,2012,1516998.315,1732723.673,15221622925.9319,904085980796.018,47714.5922308485,54159.3466126142,11933.0,0,1
797,Iceland,Norway,2012,258024.034,236150.658,15221622925.9319,498283438454.281,47714.5922308485,100600.562407589,1458.72,1,0
798,Iceland,Spain,2012,176581.472,206131.908,15221622925.9319,1478772824224.03,47714.5922308485,31636.4463142558,2978.92,0,1
799,Iceland,Switzerland,2012,85099.478,35022.382,15221622925.9319,722038242134.62,47714.5922308485,91254.0347609687,243070.0,1,0
800,Iceland,Turkey,2012,11121.438,22428.927,15221622925.9319,838762755164.179,47714.5922308485,11420.5554558378,4433.0,1,0
801,Iceland,United Kingdom,2012,497287.518,481973.724,15221622925.9319,2674891473843.81,47714.5922308485,42284.8844902996,1404.37,0,1
802,Iceland,United States,2012,228304.66,199429.165,15221622925.9319,15542581104000.0,47714.5922308485,49882.5581321495,5721.13,0,1
803,Iceland,China,2013,57450.413,61165.532,14751508133.5443,8532229986993.65,45995.5478789467,6300.61511825789,2177394.0,0,1
804,Iceland,France,2013,231938.253,225037.647,14751508133.5443,2683825225092.63,45995.5478789467,40874.7003927338,2372.32,0,1
805,Iceland,Germany,2013,606947.842,651915.531,14751508133.5443,3527344944139.83,45995.5478789467,43858.3630551076,126588.0,0,1
806,Iceland,Italy,2013,110304.147,104096.522,14751508133.5443,2087077032435.15,45995.5478789467,35053.5262442572,3138.62,0,1
807,Iceland,Netherlands,2013,1500910.499,1516998.315,14751508133.5443,838971306990.906,45995.5478789467,50073.0056559308,11933.0,0,1
808,Iceland,Norway,2013,236616.057,258024.034,14751508133.5443,509506317146.541,45995.5478789467,101524.141851985,1458.72,1,0
809,Iceland,Spain,2013,196875.183,176581.472,14751508133.5443,1324820091194.67,45995.5478789467,28324.4293363918,2978.92,0,1
810,Iceland,Switzerland,2013,53708.875,85099.478,14751508133.5443,692109693986.886,45995.5478789467,86547.6708907265,243070.0,1,0
811,Iceland,Turkey,2013,16556.395,11121.438,14751508133.5443,880556375779.51,45995.5478789467,11795.6334567571,4433.0,1,0
812,Iceland,United Kingdom,2013,473790.523,497287.518,14751508133.5443,2719158341005.79,45995.5478789467,42686.8000524926,1404.37,0,1
813,Iceland,United States,2013,235415.82,228304.66,14751508133.5443,16197007349000.0,45995.5478789467,51602.9310457907,5721.13,0,1
814,Iceland,China,2014,41088.126,57450.413,16125060515.3117,9570406235659.64,49804.9829978371,7020.33848453658,2177394.0,0,1
815,Iceland,France,2014,251209.957,231938.253,16125060515.3117,2811077725703.59,49804.9829978371,42592.9353850549,2372.32,0,1
816,Iceland,Germany,2014,304655.977,606947.842,16125060515.3117,3732743446218.92,49804.9829978371,46285.7640688407,126588.0,0,1
817,Iceland,Italy,2014,85514.122,110304.147,16125060515.3117,2141315327318.21,49804.9829978371,35549.9746972954,3138.62,0,1
818,Iceland,Netherlands,2014,1475087.741,1500910.499,16125060515.3117,876923518850.405,49804.9829978371,52184.0618504931,11933.0,0,1
819,Iceland,Norway,2014,226906.478,236616.057,16125060515.3117,522761531914.894,49804.9829978371,102913.450843674,1458.72,1,0
820,Iceland,Spain,2014,380521.646,196875.183,16125060515.3117,1354757433212.72,49804.9829978371,29059.5479522321,2978.92,0,1
821,Iceland,Switzerland,2014,81274.124,53708.875,16125060515.3117,712748124222.61,49804.9829978371,88109.4867524037,243070.0,1,0
822,Iceland,Turkey,2014,19637.961,16556.395,16125060515.3117,957783020853.031,49804.9829978371,12614.7816100386,4433.0,1,0
823,Iceland,United Kingdom,2014,567378.953,473790.523,16125060515.3117,2803291406029.93,49804.9829978371,43713.8141242308,1404.37,0,1
824,Iceland,United States,2014,249529.242,235415.82,16125060515.3117,16784849196000.0,49804.9829978371,53106.5367672165,5721.13,0,1
825,Iceland,China,2015,72175.244,41088.126,17867662177.8911,10475682920597.7,54576.7448146565,7636.11660125502,2177394.0,0,1
826,Iceland,France,2015,269553.181,251209.957,17867662177.8911,2852165760630.27,54576.7448146565,43011.2631028417,2372.32,0,1
827,Iceland,Germany,2015,351694.055,304655.977,17867662177.8911,3883920155292.26,54576.7448146565,47959.9932737599,126588.0,0,1
828,Iceland,Italy,2015,59410.315,85514.122,17867662177.8911,2159133919743.77,54576.7448146565,35518.4152916749,3138.62,0,1
829,Iceland,Netherlands,2015,1230289.811,1475087.741,17867662177.8911,890981311077.658,54576.7448146565,52830.1742328055,11933.0,0,1
830,Iceland,Norway,2015,219593.441,226906.478,17867662177.8911,498410050251.256,54576.7448146565,97019.1827527462,1458.72,1,0
831,Iceland,Spain,2015,545354.959,380521.646,17867662177.8911,1369398844599.58,54576.7448146565,29461.5503337389,2978.92,0,1
832,Iceland,Switzerland,2015,54296.844,81274.124,17867662177.8911,734396591036.932,54576.7448146565,89684.7075795936,243070.0,1,0
833,Iceland,Turkey,2015,20968.084,19637.961,17867662177.8911,938952628604.067,54576.7448146565,12157.9904337823,4433.0,1,0
834,Iceland,United Kingdom,2015,548206.53,567378.953,17867662177.8911,3087165602962.86,54576.7448146565,47787.2412984884,1404.37,0,1
835,Iceland,United States,2015,267671.604,249529.242,17867662177.8911,17527163695000.0,54576.7448146565,55049.9883272312,5721.13,0,1
836,Iceland,China,2016,91264.491,72175.244,17517210519.0912,11061553079871.5,52951.6815110898,8016.43143498003,2177394.0,0,1
837,Iceland,France,2016,296442.848,269553.181,17517210519.0912,2438207896251.84,52951.6815110898,36638.184929157,2372.32,0,1
838,Iceland,Germany,2016,308693.929,351694.055,17517210519.0912,3356235704119.75,52951.6815110898,41086.7296737253,126588.0,0,1
839,Iceland,Italy,2016,48199.479,59410.315,17517210519.0912,1835899237320.04,52951.6815110898,30230.2263021296,3138.62,0,1
840,Iceland,Netherlands,2016,1134779.13,1230289.811,17517210519.0912,765264949780.999,52951.6815110898,45175.2318933798,11933.0,0,1
841,Iceland,Norway,2016,189465.293,219593.441,17517210519.0912,385801550067.169,52951.6815110898,74355.5158575643,1458.72,1,0
842,Iceland,Spain,2016,461909.465,545354.959,17517210519.0912,1195119269971.52,52951.6815110898,25732.0183647454,2978.92,0,1
843,Iceland,Switzerland,2016,58885.097,54296.844,17517210519.0912,702149580770.901,52951.6815110898,84776.1421659748,243070.0,1,0
844,Iceland,Turkey,2016,20677.334,20968.084,17517210519.0912,864316670330.882,52951.6815110898,11006.2795239649,4433.0,1,0
845,Iceland,United Kingdom,2016,502851.761,548206.53,17517210519.0912,2956573778737.76,52951.6815110898,45404.5677734722,1404.37,0,1
846,Iceland,United States,2016,346319.134,267671.604,17517210519.0912,18238300569000.0,52951.6815110898,56863.3714957652,5721.13,0,1
